Processor,Camera,phoneName,price,ram_memory,rom_memory,Display Size,battery
Qualcomm SDM450-B01 Processor,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,Apple iPhone 12 Pro Max ,"1,29,900",4 GB RAM , 64 GB ROM ,16.26 cm  ,5000 
Qualcomm MSM8974 Snapdragon 800 Krait 400 Processor,13MP + 2MP | 8MP Front Camera,Samsung Galaxy J7 Nxt ,"10,990",4 GB RAM , 128 GB ROM ,16.51 cm  HD+ ,5000 
MTK6737 Processor,13MP + 2MP | 8MP Front Camera,Apple iPhone 12 Mini ,"84,900",4 GB RAM , 64 GB ROM ,17.02 cm  Full HD+ ,3500 
Snapdragon 435 Processor,64MP Rear Camera,Vivo U10 ,"13,990",6 GB RAM , 64 GB ROM ,17.02 cm  Full HD+ ,4300 
2.0 GHz Mediatek P22 Octacore Processor,12MP Rear Camera | 7MP Front Camera,Apple iPhone 12 Mini ,"69,900",3 GB RAM , 32 GB ROM ,16.33 cm  Full HD+ ,2500 
Qualcomm Snapdragon 439 Processor,12MP + 12MP + 12MP | 12MP Front Camera,Vivo V15 Pro ,"28,499",4 GB RAM , 128 GB ROM ,15.49 cm  Super Retina XDR ,5020 
Qualcomm Snapdragon 439 Processor,13MP Rear Camera | 5MP Front Camera,Realme 3i ,"10,499",6 GB RAM , 128 GB ROM ,All Screen OLED ,6000 
MediaTek Helio G90T Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 11 ,"56,999",2 GB RAM , 32 GB ROM ,16.26 cm  ,4230 
MediaTek Dimensity 1000+ (MT6889) Processor,13MP + 8MP + 2MP | 8MP Front Camera,Apple iPhone 12 Mini ,"74,900",4 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,4230 
MediaTek Dimensity 1000+ (MT6889) Processor,12MP + 12MP | 12MP Front Camera,Huawei Y9 Prime 2019 ,"16,899",8 GB RAM , 128 GB ROM,17.27 cm  Full HD+ ,4200 
MTK6737 Processor,"48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera | 32MP Front Camera",Realme C2 ,"6,999",8 GB RAM , 256 GB ROM,16.59 cm  Full HD+ ,4200 
Snapdragon 435 Processor,13MP + 2MP | 13MP Front Camera,Realme C2 ,"6,999",4 GB RAM , 128 GB ROM,16.51 cm  Full HD+ ,4000 
Qualcomm Snapdragon 439 Processor,12MP + 12MP | 12MP Front Camera,Redmi Note 7 Pro ,"12,999",4 GB RAM , 64 GB ROM ,Super AMOLED ,3000 
Qualcomm Snapdragon 439 Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone 12 Pro ,"1,19,900",1 GB RAM , 16 GB ROM ,16.13 cm  HD+ ,2200 
MediaTek Helio G90T Processor,16MP + 8MP + 2MP | 16MP Front Camera,Realme C2 ,"7,499",4 GB RAM , 64 GB ROM,15.9 cm  Full HD+ ,5000 
MediaTek Dimensity 1000+ (MT6889) Processor,13MP + 2MP | 5MP Front Camera,Panasonic P110 ,"4,999",8 GB RAM , 256 GB ROM,16.21 cm  Full HD+ ,4000 
MediaTek Dimensity 1000+ (MT6889) Processor,13MP + 2MP | 5MP Front Camera,Samsung Galaxy M30S ,"17,490",1 GB RAM , 16 GB ROM ,15.49 cm  ,2300 
A14 Bionic Chip with Next Generation Neural Engine Processor,48MP + 5MP | 13MP Front Camera,Apple iPhone 11 Pro ,"99,900",3 GB RAM , 32 GB ROM ,17.02 cm  Full HD+ ,4230 
MediaTek Helio A22 Processor,12MP + 12MP + 12MP | 12MP Front Camera,Redmi Y1 lite ,"7,889",2 GB RAM , 16 GB ROM ,15.21 cm  HD+ ,4000 
A14 Bionic Chip with Next Generation Neural Engine Processor,13MP + 2MP | 5MP Front Camera,Vivo Z1x ,"18,990",6 GB RAM , 64 GB ROM,16.76 cm  Full HD+ ,4500 
Exynos 7904 Processor,5MP Rear Camera | 5MP Front Camera,Infinix Zero 8i ,"15,999",2 GB RAM , 16 GB ROM ,90 Hz Ultra Smooth ,3000 
Qualcomm Snapdragon 450 Processor,48MP Rear Camera,Apple iPhone 12 Mini ,"69,900",3 GB RAM , 16 GB ROM ,Side Fingerprint Sensor | Dual In ,2500 
Qualcomm Snapdragon 675 Processor,12MP + 12MP + 12MP | 12MP Front Camera,Redmi Note 9 ,"13,990",6 GB RAM , 64 GB ROM ,16.94 cm  Full HD+ ,4300 
Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,13MP Rear Camera | 5MP Front Camera,Redmi Note 7 ,"14,999",4 GB RAM , 64 GB ROM ,16.59 cm  Full HD+ ,3080 
Mediateck Processor,48MP + 8MP + 2MP | 32MP Front Camera,Apple iPhone 12 Pro ,"1,29,900",4 GB RAM , 64 GB ROM ,Pop Up AI Selfie Camera with Full View ,3600 
A13 Bionic Chip Processor,48MP + 8MP + 2MP + AI Lens Camera | 16MP + 8MP Dual Front Camera,Vivo V9 Youth ,"19,990",4 GB RAM , 64 GB ROM ,16.56 cm  HD+ ,3600 
A13 Bionic Chip Processor,12MP + 12MP | 12MP Front Camera,Samsung Galaxy A20s ,"11,599",1 GB RAM , 8 GB ROM ,15.21 cm  Full HD+ ,2000 
Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor,48MP Rear Camera,LG G Pro 2 ,"42,021",3 GB RAM , 32 GB ROM ,16.76 cm  Full HD+ ,4000 
ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor,12MP + 2MP | 13MP Front Camera,Panasonic Eluga I2 Activ ,"7,490",8 GB RAM , 128 GB ROM,90 Hz Ultra Smooth ,6000 
Exynos 3475 Quad Core 1.3GHz Processor,12MP + 12MP + 12MP | 12MP Front Camera,Micromax Dual 4 ,"5,799",4 GB RAM , 32 GB ROM ,Side Fingerprint Sensor | Dual In ,3000 
Qualcomm Snapdragron 675 Processor,16MP + 2MP | 16MP Front Camera,Redmi 6 ,"8,400",6 GB RAM , 128 GB ROM,11.94 cm  Retina HD ,4500 
Qualcomm Snapdragon 855 Plus Processor,13MP + 8MP + 5MP | 8MP Front Camera,Redmi 8A ,"6,999",6 GB RAM , 64 GB ROM ,15.8 cm  HD+ ,4300 
Qualcomm Snapdragon 855 Plus Processor,13MP Rear Camera | 2.1MP Front Camera,Redmi 6A ,"5,745",6 GB RAM , 64 GB ROM,16.59 cm  Full HD+ ,4000 
Qualcomm Snapdragon 855 Plus Processor,8MP Rear Camera | 5MP Front Camera,Redmi 8A ,"6,999",4 GB RAM , 64 GB ROM ,13.72 cm  Super Retina XDR ,3080 
Qualcomm SDM450-B01 Processor,13MP Rear Camera | 13MP Front Camera,Redmi Note 8 Pro ,"19,999",4 GB RAM , 64 GB ROM ,All Screen OLED ,3600 
Qualcomm Snapdragon 450 Processor,12MP + 5MP | 5MP Front Camera,OPPO Reno5 Pro 5G ,"35,990",1 GB RAM , 8 GB ROM ,16.51 cm  ,2000 
Qualcomm Snapdragon 720G Octa Core Processor,12MP Rear Camera | 8MP Front Camera,OPPO Reno5 Pro 5G ,"35,990",3 GB RAM , 32 GB ROM ,15.49 cm  Liquid Retina HD ,4000 
Qualcomm Snapdragon 439 Processor,13MP Rear Camera | 5MP Front Camera,Panasonic Eluga I2 Activ ,"7,490",8 GB RAM , 128 GB ROM,15.75 cm  Full HD+ ,6000 
Qualcomm Snapdragon 730 Processor,12MP Rear Camera | 8MP Front Camera,Micromax Dual 4 ,"5,799",4 GB RAM , 32 GB ROM ,15.8 cm  HD+ ,3000 
MediaTek Helio G85 (MT6769V/CZ) Processor,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,Redmi 8A ,"6,999",6 GB RAM , 128 GB ROM,16.51 cm  ,4500 
MediaTek Helio G85 (MT6769V/CZ) Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Redmi 6A ,"5,745",6 GB RAM , 128 GB ROM,16.51 cm  Full HD+ ,4500 
MediaTek Helio G85 (MT6769V/CZ) Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Redmi 8A ,"6,999",3 GB RAM , 32 GB ROM ,16.51 cm  Full HD+ ,3000 
Mediatek Helio P60 Octacore 2.0 GHz Processor,8MP Rear Camera | 5MP Front Camera,Redmi Note 8 Pro ,"19,999",4 GB RAM , 64 GB ROM ,14.73 cm  Super Retina XDR ,4000 
Snapdragon 720G Processor,13MP Rear Camera | 13MP Front Camera,OPPO Reno5 Pro 5G ,"35,990",6 GB RAM , 64 GB ROM ,16.36 cm  Full HD+ ,5020 
A14 Bionic Chip with Next Generation Neural Engine Processor,12MP Rear Camera | 8MP Front Camera,OPPO Reno5 Pro 5G ,"35,990",8 GB RAM , 256 GB ROM ,FHD+ E3 Super Amoled ,4500 
MediaTek MTK6737 Quad Core 1.25 GHz Processor,13MP Rear Camera | 5MP Front Camera,Apple iPhone 12 ,"94,900",6 GB RAM , 128 GB ROM ,15.75 cm  ,4020 
Qualcomm Snapdragon 720G Processor,12MP Rear Camera | 8MP Front Camera,Nokia 2.2 ,"5,799",8 GB RAM , 128 GB ROM,Interactive Quick View ,4015 
Samsung Exynos 9 Octa 9611 Processor,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,Apple iPhone 12 Pro ,"1,19,900",1 GB RAM , 8 GB ROM ,15.9 cm  ,2000 
MediaTek Helio P35 Octa Core Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Samsung Galaxy A30s ,"18,900",1 GB RAM , 8 GB ROM ,16.59 cm  Full HD+ ,2000 
MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,Vivo U20 ,"11,449",2 GB RAM , 16 GB ROM ,15.9 cm  ,4000 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,12MP + 12MP | 12MP Front Camera,OPPO A3s ,"10,599",3 GB RAM , 32 GB ROM ,16.94 cm  Full HD+ ,4000 
Qualcomm Snapdragon 730 Processor,13MP Rear Camera | 5MP Front Camera,Redmi Note 7 Pro ,"10,999",6 GB RAM , 128 GB ROM,13.72 cm  Super Retina XDR ,6000 
Qualcomm Snapdragon 730 Processor,12MP + 12MP + 12MP | 12MP Front Camera,Honor 9i ,"19,999",2 GB RAM , 32 GB ROM ,All Screen OLED ,4000 
Exynos 7904 Processor,25MP + 5MP + 8MP | 16MP Front Camera,Redmi 6A ,"5,742",8 GB RAM , 128 GB ROM,16.26 cm  ,3500 
Qualcomm Snapdragon 625 Processor,16MP Rear Camera,Apple iPhone 11 Pro ,"82,999",1 GB RAM , 16 GB ROM ,16.59 cm  Full HD+ ,2500 
A13 Bionic Chip Processor,13MP + 2MP | 8MP Front Camera,Apple iPhone 11 Pro ,"82,999",4 GB RAM , 64 GB ROM ,14.73 cm  Super Retina XDR ,2730 
Mediatek MTK 6737 Quad Core Processor,48MP + 5MP | 13MP Front Camera,OPPO K1 ,"14,990",2 GB RAM , 32 GB ROM ,16.36 cm  Full HD+ ,5000 
A14 Bionic Chip with Next Generation Neural Engine Processor,16MP + 2MP | 13MP + 2MP Dual Front Camera,Honor 8,"29,999",2 GB RAM , 16 GB ROM ,FHD+ E3 Super Amoled ,3000 
Helio P22 (MTK6762) Processor,13MP Rear Camera,Samsung GALAXY M51 ,"22,949",4 GB RAM , 64 GB ROM ,16.26 cm  Full HD+ ,5000 
Qualcomm Snapdragon 855 Processor,12MP + 12MP + 12MP | 12MP Front Camera,Samsung Galaxy J2 ,"7,400",1 GB RAM , 16 GB ROM ,Super AMOLED ,5000 
MT6739WW Processor,12MP + 12MP + 12MP | 12MP Front Camera,Apple iPhone 7 Plus ,"37,900",64 MB RAM , 128 MB ROM ,15.75 cm  ,1150 
MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,16MP + 2MP | 25MP Front Camera,Samsung Galaxy A70 ,"30,900",3 GB RAM , 32 GB ROM ,Interactive Quick View ,3000 
MT6739WW Processor,12MP + 12MP | 8MP Front Camera,Realme X2 Pro ,"35,999",6 GB RAM , 128 GB ROM ,16.26 cm  Full HD ,4500 
Qualcomm Snapdragon 712 AIE Processor,64MP Rear Camera,Realme X2 Pro ,"31,999",3 GB RAM , 32 GB ROM ,16.59 cm  Full HD+ ,3050 
MediaTek Helio A22 Processor,ONE YEAR COMPANY WARRANTY,Realme X2 Pro ,"36,999",6 GB RAM , 128 GB ROM ,16.26 cm  Full HD ,4300 
MediaTek MT6737 Quad Core 1.3 GHz Processor,5MP Rear Camera | 2MP Front Camera,Samsung Galaxy A20s ,"13,695",1 GB RAM , 16 GB ROM ,15.8 cm  HD+ ,3000 
Snapdragon 720G Processor,12MP + 12MP | 7MP Front Camera,Samsung M02s ,"9,999",3 GB RAM , 32 GB ROM,15.8 cm  HD+ ,3950 
Qualcomm Snapdragon 435 Processor,32MP + 5MP + 8MP | 32MP Front Camera,OPPO Reno4 Pro Special Edition ,"34,990",4 GB RAM , 64 GB ROM ,15.8 cm  HD+ ,3260 
Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,Redmi 7A ,"6,499",4 GB RAM , 64 GB ROM ,15.8 cm  HD+ ,3260 
Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,Redmi K20 ,"24,999",4 GB RAM , 64 GB ROM ,16.51 cm  Full HD+ ,3260 
MT6737 Processor,64MP + 13MP + 8MP + 2MP | 16MP Front Camera,Redmi 6A ,"5,999",6 GB RAM , 64 GB ROM ,Super AMOLED ,3315 
MTK6753 Processor,13MP + 8MP + 5MP | 8MP Front Camera,Micromax IN Note 1 ,"10,999",6 GB RAM , 128 GB ROM,17.02 cm  Quad HD+ ,4000 
A13 Bionic Chip Processor,13MP + 2MP + 2MP | 5MP Front Camera,Micromax IN Note 1 ,"10,999",3 GB RAM , 32 GB ROM ,Super AMOLED ,4000 
Qualcomm Snapdragon 820 64-bit Quad Core 2.2GHz Processor,48MP + 8MP + 2MP + 2MP | 32MP Front Camera,Micromax IN Note 1 ,"12,499",4 GB RAM , 128 GB ROM ,15.8 cm  HD+ ,4020 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,12MP Rear Camera | 5MP Front Camera,OPPO F9 ,"17,890",8 GB RAM , 256 GB ROM,16.26 cm  ,4300 
Qualcomm Snapdragon 712 AIE Processor,48MP + 13MP + 8MP | 20MP Front Camera,Realme 6 Pro ,"17,999",2 GB RAM , 16 GB ROM ,17.02 cm  Full HD+ ,4000 
Snapdragon 720G Processor,13MP Rear Camera,Apple iPhone 12 Mini ,"74,900",3 GB RAM , 32 GB ROM ,Super AMOLED ,4000 
Qualcomm Snapdragon 730 Processor,48MP + 5MP + 2MP + 2MP | 16MP Front Camera,Panasonic Eluga I9 ,"11,990",2 GB RAM , 16 GB ROM ,16.23 cm  Full HD+ ,2500 
Qualcomm Snapdragon 435 Processor,48MP + 5MP + 2MP + 2MP | 16MP Front Camera,Redmi Note 9 Pro ,"14,590",6 GB RAM , 64 GB ROM,16.76 cm  HD+ ,4000 
Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor,48MP + 5MP + 2MP + 2MP | 16MP Front Camera,Samsung Galaxy M31 ,"17,820",2 GB RAM , 32 GB ROM ,16.76 cm  HD+ ,4000 
MT6737 Processor,16MP + 2MP | 16MP Front Camera,OPPO A11K ,"8,999",3 GB RAM , 32 GB ROM ,16.56 cm  HD+ ,2800 
MTK6753 Processor,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,Realme 3 ,"10,499",1 GB RAM , 8 GB ROM ,16.56 cm  HD+ ,2000 
A13 Bionic Chip Processor,12MP + 12MP | 12MP Front Camera,Apple iPhone SE ,"34,999",4 GB RAM , 64 GB ROM ,16.94 cm  Full HD+ ,4230 
Qualcomm Snapdragon 820 64-bit Quad Core 2.2GHz Processor,13MP Rear Camera | 5MP Front Camera,Vivo X50 ,"34,990",3 GB RAM , 64 GB ROM ,17.02 cm  Full HD+ ,4230 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,48MP + 8MP | 16MP Front Camera,Vivo X50 ,"37,990",3 GB RAM , 64 GB ROM ,16.51 cm  Full HD+ ,4230 
Qualcomm Snapdragon 712 AIE Processor,64MP + 8MP + 5MP + 5MP | 32MP Front Camera,Samsung Galaxy A30s ,"19,900",2 GB RAM , 32 GB ROM ,90 Hz Ultra Smooth ,4000 
Qualcomm Snapdragon 712 AIE Processor,13MP + 2MP | 5MP Front Camera,Moto One ,"14,999",12 GB RAM , 256 GB ROM ,11.94 cm  Retina HD ,4300 
MT6737 Processor,13MP + 2MP | 13MP Front Camera,Apple iPhone 11 Pro ,"1,17,900",4 GB RAM , 64 GB ROM ,16.59 cm  ,4000 
Qualcomm SDM450-B01 Processor,12MP Rear Camera | 7MP Front Camera,Panasonic P100 ,"5,299",6 GB RAM , 64 GB ROM ,17.02 cm  Full HD+ ,4000 
Qualcomm Snapdragon 720G Processor,48MP + 13MP + 8MP + 5MP | 32MP Front Camera,Apple iPhone 12 Pro ,"1,29,900",6 GB RAM , 128 GB ROM,Super AMOLED ,4000 
Qualcomm Snapdragon 730G Processor,48MP + 13MP + 8MP + 5MP | 32MP Front Camera,Infinix Hot 8 ,"9,999",6 GB RAM , 64 GB ROM ,16.13 cm  HD+ ,3315 
MTK MT6771V (P70) Processor,25MP + 5MP + 8MP | 16MP Front Camera,Redmi K20 Pro ,"29,999",3 GB RAM , 64 GB ROM,14.99 cm  HD+ ,5000 
Qualcomm Snapdragon 662 Processor,13MP + 2MP | 8MP Front Camera,Panasonic P110 ,"4,299",6 GB RAM , 64 GB ROM ,17.02 cm  Full HD+ ,5000 
MT6737M Processor,12MP + 12MP + 12MP | 12MP Front Camera,Realme 3 ,"8,499",4 GB RAM , 128 GB ROM,16.21 cm  Full HD+ ,5000 
MT6737M Processor,8MP Rear Camera | 5MP Front Camera,Yu Ace ,"4,999",6 GB RAM , 64 GB ROM ,16.21 cm  Full HD+ ,4500 
MT6739WW Processor,12MP + 12MP + 12MP | 12MP Front Camera,Vivo Z1x ,"16,990",4 GB RAM , 64 GB ROM ,13.72 cm  Super Retina XDR ,3300 
MediaTek P22 Octa Core 2.0 GHz Processor,13MP + 2MP + Low Light Sensor | 8MP Front Camera,Nokia 2.2 ,"5,799",2 GB RAM , 16 GB ROM ,All Screen OLED ,2200 
Qualcomm Snapdragon 439 Processor,48MP + 13MP + 8MP | 20MP Front Camera,Yu Yunique 2 Plus ,"5,399",4 GB RAM , 64 GB ROM ,15.21 cm  Full HD+ ,4000 
MT6737M Processor,5MP Rear Camera | 5MP Front Camera,Realme 6 Pro ,"17,999",3 GB RAM , 32 GB ROM ,17.02 cm  Super Retina XDR ,3040 
Snapdragon 435 Processor,13MP + 2MP | 13MP Front Camera,Redmi Y1 ,"9,999",12 GB RAM , 256 GB ROM ,All Screen OLED ,4300 
MediaTek Helio G35 (MT6765V/WB) Processor,13MP Rear Camera | 5MP Front Camera,OPPO K1 ,"14,990",4 GB RAM , 128 GB ROM,16.51 cm  Full HD+ ,5020 
MediaTek Helio P35 Processor,48MP + 8MP + 2MP | 32MP Front Camera,OPPO K1 ,"14,990",4 GB RAM , 64 GB ROM,90Hz AMOLED ,5020 
MT6739 Processor,13MP Rear Camera | 5MP Front Camera,Micromax Bharat Go ,"5,499",2 GB RAM , 16 GB ROM,16.56 cm  HD+ ,2000 
Unisoc Processor,13MP Rear Camera | 5MP Front Camera,Panasonic Eluga A3 Pro ,"12,990",4 GB RAM , 32 GB ROM ,16.51 cm  Full HD+ ,3260 
Mediatek MT6750 Octa Core 1.5GHz Processor,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,Samsung GALAXY M31S ,"22,590",4 GB RAM , 64 GB ROM ,15.49 cm  ,4000 
Qualcomm SM6150 Processor,13MP Rear Camera | 16MP Front Camera,Apple iPhone 11 Pro ,"82,999",8 GB RAM , 128 GB ROM,17.02 cm  Super Retina XDR ,5000 
MTK6739 64 bit Quad Core Processor,16MP + 2MP | 25MP Front Camera,HTC 10 ,"56,690",3 GB RAM , 32 GB ROM ,All Screen OLED ,3300 
A14 Bionic Chip with Next Generation Neural Engine Processor,16MP + 2MP | 25MP Front Camera,Apple iPhone SE ,"34,999",2 GB RAM , 16 GB ROM ,13.97 cm  HD ,3300 
Snapdragon 720G Processor,5MP Rear Camera | 5MP Front Camera,Vivo Z1x ,"17,990",4 GB RAM , 128 GB ROM,17.02 cm  Full HD+ ,4000 
Qualcomm Snapdragon 425 Processor,13MP Rear Camera | 8MP Front Camera,Realme 6 Pro ,"17,999",1 GB RAM , 16 GB ROM ,16.21 cm  Full HD+ ,2300 
Octa core Processor,64MP Rear Camera,Redmi K20 ,"21,999",3 GB RAM , 32 GB ROM ,16.21 cm  Full HD+ ,5000 
Qualcomm Snapdragon 626 Processor,12MP + 12MP + 12MP | 12MP Front Camera,Redmi Y1 ,"9,999",8 GB RAM , 256 GB ROM ,13.72 cm  Super Retina XDR ,4500 
Qualcomm Snapdragon 626 Processor,12MP Rear Camera | 5MP Front Camera,OPPO K1 ,"14,990",1 GB RAM , 8 GB ROM ,All Screen OLED ,2500 
Qualcomm Snapdragon 626 Processor,12MP Rear Camera | 7MP Front Camera,Micromax Bharat Go ,"5,499",3 GB RAM , 32 GB ROM ,15.21 cm  Full HD+ ,4000 
MediaTek P60 Octa Core 2.0 GHz Processor,48MP + 8MP + 2MP | 32MP Front Camera,Panasonic Eluga A3 Pro ,"12,990",8 GB RAM , 128 GB ROM ,17.02 cm  Super Retina XDR ,4300 
Qualcomm Snapdragon 855 Processor,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,Samsung GALAXY M31S ,"22,590",6 GB RAM , 128 GB ROM ,All Screen OLED ,4500 
Mediatek MTK6737 1.25GHz Processor,48MP + 13MP + 8MP | 20MP Front Camera,Apple iPhone 11 Pro ,"82,999",4 GB RAM , 64 GB ROM ,16.51 cm  Full HD+ ,4000 
MTK MT6771V (P70) Processor,13MP Rear Camera | 16MP Front Camera,HTC 10 ,"56,690",1 GB RAM , 8 GB ROM ,90Hz AMOLED ,2000 
Exynos Octa Core Processor,16MP + 2MP | 25MP Front Camera,Apple iPhone SE ,"34,999",4 GB RAM , 64 GB ROM ,16.56 cm  HD+ ,3080 
Qualcomm Snapdragon 439 Processor,5MP Rear Camera | 5MP Front Camera,Vivo Z1x ,"17,990",4 GB RAM , 64 GB ROM ,16.56 cm  HD+ ,4230 
Qualcomm Snapdragon 660 AIE Processor,13MP Rear Camera | 8MP Front Camera,Vivo Z1x ,"17,990",3 GB RAM , 32 GB ROM ,16.51 cm  ,4230 
MT6739WA Processor,64MP Rear Camera,Micromax Selfie 2 ,"6,899",3 GB RAM , 32 GB ROM ,15.49 cm  ,4230 
Qualcomm Snapdragon 730 Processor,12MP + 12MP + 12MP | 12MP Front Camera,Samsung Galaxy A20s ,"13,695",4 GB RAM , 64 GB ROM ,17.02 cm  Super Retina XDR ,4230 
Qualcomm Snapdragon 439 Processor,12MP Rear Camera | 5MP Front Camera,Redmi Note 9 Pro Max ,"15,567",1.5 GB RAM , 8 GB ROM ,All Screen OLED ,2600 
MediaTek MT6753 Octa Core Octa Core 1.5GHz Processor,12MP Rear Camera | 7MP Front Camera,POCO X2 ,"21,499",6 GB RAM , 128 GB ROM ,13.97 cm  HD ,4500 
MT6737M Processor,48MP + 8MP + 2MP | 32MP Front Camera,OPPO F11 ,"17,990",2 GB RAM , 32 GB ROM ,13.72 cm  Super Retina XDR ,3500 
MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,48MP + 8MP + 2MP | 32MP Front Camera,OPPO F17 ,"18,380",4 GB RAM , 64 GB ROM,All Screen OLED ,5000 
MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,13MP Rear Camera | 8MP Front Camera,Micromax Bharat 3 ,"5,499",2 GB RAM , 16 GB ROM,16.13 cm  HD+ ,3000 
MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,13MP + 8MP + 5MP | 8MP Front Camera,Micromax Bharat 3 ,"5,499",3 GB RAM , 32 GB ROM ,13.72 cm  Super Retina XDR ,3080 
MediaTek MT6762 Processor,64MP + 8MP + 5MP + 2MP | 32MP Front Camera,Yu Ace ,"4,999",6 GB RAM , 128 GB ROM,All Screen OLED ,5000 
Qualcomm Snapdragon 625 Processor,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,Realme C2 ,"7,499",8 GB RAM , 128 GB ROM ,16.23 cm  Full HD+ ,4500 
Qualcomm Snapdragon 675 Processor,48MP + 5MP | 16MP Front Camera,Samsung Galaxy M31s ,"21,130",2 GB RAM , 16 GB ROM ,15.8 cm  HD+ ,3000 
A14 Bionic Chip with Next Generation Neural Engine Processor,16MP + 8MP + 2MP + 2MP | 16MP Front Camera,Redmi 7A ,"6,699",6 GB RAM , 128 GB ROM ,15.49 cm  Liquid Retina HD ,4000 
Qualcomm Snapdragon 730 Processor,5MP Rear Camera | 5MP Front Camera,OPPO R17 ,"22,997",6 GB RAM , 128 GB ROM,13.72 cm  Super Retina XDR ,5000 
MediaTek P60 Octa Core 2.0 GHz Processor,5MP Rear Camera | 5MP Front Camera,Panasonic P91 ,"4,299",2 GB RAM , 16 GB ROM ,All Screen OLED ,2200 
Exynos 850 Octa Core Processor,13MP Rear Camera | 5MP Front Camera,Micromax Dual 4 ,"5,799",4 GB RAM , 64 GB ROM ,16.74 cm  Full HD+ ,5000 
MediaTek Helio G90T Processor,13MP + 2MP | 5MP Front Camera,Micromax IN 1b ,"6,999",2 GB RAM , 16 GB ROM ,15.49 cm  HD+ ,4000 
MediaTek MTK 6750S 1.5 Ghz Octa-core Processor,64MP Rear Camera,Redmi 6A ,"5,698",1 GB RAM , 16 GB ROM ,15.49 cm  HD+ ,2600 
SC9863A Processor,12MP Rear Camera | 5MP Front Camera,Motorola G8 Power Lite ,"9,999",6 GB RAM , 64 GB ROM ,16.0 cm  Full HD+ ,4000 
Qualcomm Snapdragon 660 AIE Processor,16MP Rear Camera,Micromax Bharat 5 Infinity Edition ,"6,999",512 MB RAM , 4 GB ROM ,15.49 cm  Super Retina XDR ,1300 
A14 Bionic Chip with Next Generation Neural Engine Processor,8MP Rear Camera | 5MP Front Camera,Nokia 225 4G DS 2020,"4,099",2 GB RAM , 32 GB ROM ,All Screen OLED ,3500 
SC9863A Octa Core Processor,13MP Rear Camera | 13MP Front Camera,Vivo Y69 ,"14,990",2 GB RAM , 32 GB ROM ,15.49 cm  HD+ ,3500 
A13 Bionic Chip with 3rd Gen Neural Engine Processor,13MP + 2MP | 8MP Front Camera,Samsung Galaxy A70s ,"22,999",4 GB RAM , 64 GB ROM ,13.56 cm  FWVGA+ ,3500 
MT6762 (Helio P22) Processor,13MP Rear Camera | 5MP Front Camera,Infinix Smart 2 ,"7,999",8 GB RAM , 128 GB ROM ,16.26 cm  ,6000 
Qualcomm Snapdragon 660 AIE Processor,16MP + 2MP + 2MP | 8MP Front Camera,Apple iPhone 12 ,"84,900",4 GB RAM , 64 GB ROM ,14.73 cm  Super Retina XDR ,5000 
Qualcomm Snapdragon 865 Processor,5MP Rear Camera | 5MP Front Camera,Realme 6 Pro ,"18,999",8 GB RAM , 256 GB ROM,13.97 cm  HD ,3500 
Qualcomm Snapdragon 450 Processor,0.3MP Rear Camera,Redmi Go ,"5,999",4 GB RAM , 128 GB ROM,16.21 cm  Full HD+ ,3340 
Qualcomm Snapdragon 450 Processor,13MP Rear Camera | 16MP Front Camera,Micromax iONE Note ,"7,599",3 GB RAM , 32 GB ROM ,17.4 cm  Full HD+ ,4000 
