,Phone_Name,Processor,RAM,Display,Camera,Price,Battery
0,"POCO M2 (Slate Blue, 64 GB)",MediaTek Helio G80 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,"₹9,999",5000 mAh Lithium Polymer Battery
1,"POCO C3 (Arctic Blue, 64 GB)",Mediatek Helio G35 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,"₹8,499",5000 mAh Li-ion Polymer Battery
2,"POCO M2 (Pitch Black, 64 GB)",MediaTek Helio G80 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,"₹9,999",5000 mAh Lithium Polymer Battery
3,"Redmi 9i (Sea Blue, 64 GB)",MediaTek Helio G25 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,"₹8,299",5000 mAh Lithium Polymer Battery
4,"POCO M2 (Brick Red, 64 GB)",MediaTek Helio G80 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,"₹9,999",5000 mAh Lithium Polymer Battery
5,"Realme Narzo 20A (Victory Blue, 64 GB)",Qualcomm Snapdragon 665 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,12MP + 2MP + 2MP | 8MP Front Camera,"₹9,499",5000 mAh Lithium-ion Battery
6,"Realme Narzo 20A (Victory Blue, 32 GB)",Qualcomm Snapdragon 665 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,12MP + 2MP + 2MP | 8MP Front Camera,"₹8,499",5000 mAh Lithium-ion Battery
7,"Realme Narzo 20A (Glory Silver, 64 GB)",Qualcomm Snapdragon 665 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,12MP + 2MP + 2MP | 8MP Front Camera,"₹9,499",5000 mAh Lithium-ion Battery
8,"Realme Narzo 20 (Victory Blue, 64 GB)",MediaTek Helio G85 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,48MP + 8MP + 2MP | 8MP Front Camera,"₹10,499",6000 mAh Lithium-ion Battery
9,"Realme Narzo 20 (Glory Silver, 128 GB)",MediaTek Helio G85 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,48MP + 8MP + 2MP | 8MP Front Camera,"₹11,499",6000 mAh Lithium-ion Battery
10,"Realme Narzo 20 (Victory Blue, 128 GB)",MediaTek Helio G85 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,48MP + 8MP + 2MP | 8MP Front Camera,"₹11,499",6000 mAh Lithium-ion Battery
11,"Realme Narzo 20 (Glory Silver, 64 GB)",MediaTek Helio G85 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,48MP + 8MP + 2MP | 8MP Front Camera,"₹10,499",6000 mAh Lithium-ion Battery
12,"POCO M2 (Pitch Black, 128 GB)",MediaTek Helio G80 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,"₹10,999",5000 mAh Lithium Polymer Battery
13,"POCO C3 (Matte Black, 64 GB)",Mediatek Helio G35 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,"₹8,499",5000 mAh Li-ion Polymer Battery
14,"Infinix Hot 10 (Ocean Wave, 64 GB)",MediaTek Helio G70 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) HD+ Display,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,"₹9,499",5200 mAh Li-ion Polymer Battery
15,"Infinix Hot 10 (Moonlight Jade, 64 GB)",MediaTek Helio G70 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) HD+ Display,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,"₹9,499",5200 mAh Li-ion Polymer Battery
16,"POCO M2 (Brick Red, 128 GB)",MediaTek Helio G80 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,"₹10,999",5000 mAh Lithium Polymer Battery
17,"Infinix Hot 10 (Obsidian Black, 64 GB)",MediaTek Helio G70 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) HD+ Display,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,"₹9,499",5200 mAh Li-ion Polymer Battery
18,"Redmi 9i (Nature Green, 64 GB)",MediaTek Helio G25 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,"₹8,299",5000 mAh Lithium Polymer Battery
19,"Realme 7i (Fusion Blue, 128 GB)",Qualcomm Snapdragon 662 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹12,999",5000 mAh Lithium-ion Battery
20,"Realme 7i (Fusion Green, 128 GB)",Qualcomm Snapdragon 662 Processor,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,90 Hz Ultra Smooth Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹12,999",5000 mAh Lithium-ion Battery
21,"POCO M2 Pro (Green and Greener, 64 GB)",Qualcomm Snapdragon 720G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,"₹12,999",5000 mAh Lithium-ion Polymer Battery
22,"POCO M2 Pro (Green and Greener, 64 GB)",Qualcomm Snapdragon 720G Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,90 Hz Ultra Smooth Display,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,"₹13,999",5000 mAh Lithium-ion Polymer Battery
23,"POCO M2 Pro (Out of the Blue, 64 GB)",Qualcomm Snapdragon 720G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,"₹12,999",5000 mAh Lithium-ion Polymer Battery
24,"POCO M2 (Slate Blue, 128 GB)",MediaTek Helio G80 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,13MP + 8MP + 5MP + 2MP | 8MP Front Camera,"₹10,999",5000 mAh Lithium Polymer Battery
25,"Realme C12 (Power Silver, 32 GB)",Mediatek Helio G35 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.94 cm (6.67 inch) Full HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,"₹8,999",6000 mAh Lithium-ion Battery
26,"Realme C12 (Power Blue, 32 GB)",Mediatek Helio G35 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,"₹8,999",6000 mAh Lithium-ion Battery
27,"Infinix Smart 4 Plus (Midnight Black, 32 GB)",Mediatek Helio A25 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,13MP + Depth Sensor | 8MP Front Camera,"₹7,999",6000 mAh Lithium-ion Polymer Battery
28,"Infinix Smart 4 Plus (Violet, 32 GB)",Mediatek Helio A25 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,13MP + Depth Sensor | 8MP Front Camera,"₹7,999",6000 mAh Lithium-ion Polymer Battery
29,"Realme 7 (Mist White, 64 GB)",MediaTek Helio G95 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹14,999",5000 mAh Lithium-ion Battery
30,"Infinix Smart 4 Plus (Ocean Wave, 32 GB)",Mediatek Helio A25 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,13MP + Depth Sensor | 8MP Front Camera,"₹7,999",6000 mAh Lithium-ion Polymer Battery
31,"OPPO A12 (Black, 32 GB)",MediaTek Helio P35 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,13MP + 2MP | 5MP Front Camera,"₹8,990",4230 mAh Battery
32,"POCO C3 (Arctic Blue, 32 GB)",Mediatek Helio G35 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,17.32 cm (6.82 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,"₹7,499",5000 mAh Li-ion Polymer Battery
33,"Realme C11 (Rich Grey, 32 GB)",Mediatek Helio G35 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,"₹7,499",5000 mAh Battery
34,"Realme C11 (Rich Green, 32 GB)",Mediatek Helio G35 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,"₹7,499",5000 mAh Battery
35,"POCO C3 (Lime Green, 64 GB)",Mediatek Helio G35 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,"₹8,499",5000 mAh Li-ion Polymer Battery
36,"Redmi 9 Prime (Mint Green, 64 GB)",MediaTek Helio G80 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,"₹9,999",5020 mAh Battery
37,"Redmi 9 Prime (Sunrise Flare, 64 GB)",MediaTek Helio G80 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,"₹9,999",5020 mAh Battery
38,"POCO M2 Pro (Two Shades of Black, 64 GB)",Qualcomm Snapdragon 720G Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,"₹13,999",5000 mAh Lithium-ion Polymer Battery
39,"Redmi 9 Prime (Matte Black, 64 GB)",MediaTek Helio G80 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,13MP Rear Camera | 8MP Front Camera,"₹9,999",5020 mAh Battery
40,"Realme C15 Qualcomm Edition (Power Blue, 64 GB)",Qualcomm Snapdragon 460 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.94 cm (6.67 inch) Full HD+ Display,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,"₹10,999",6000 mAh Lithium-ion Battery
41,"Realme C15 Qualcomm Edition (Power Blue, 32 GB)",Qualcomm Snapdragon 460 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,"₹9,999",6000 mAh Lithium-ion Battery
42,"Redmi 9 Prime (Space Blue, 64 GB)",MediaTek Helio G80 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,13MP Rear Camera | 8MP Front Camera,"₹9,999",5020 mAh Battery
43,"POCO M2 Pro (Out of the Blue, 64 GB)",Qualcomm Snapdragon 720G Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,"₹13,999",5000 mAh Lithium-ion Polymer Battery
44,"OPPO A12 (Black, 64 GB)",MediaTek Helio P35 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,13MP + 2MP | 5MP Front Camera,"₹11,490",4230 mAh Battery
45,"POCO C3 (Lime Green, 32 GB)",Mediatek Helio G35 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,"₹7,499",5000 mAh Li-ion Polymer Battery
46,"POCO C3 (Matte Black, 32 GB)",Mediatek Helio G35 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.8 cm (6.22 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,"₹7,499",5000 mAh Li-ion Polymer Battery
47,"Redmi 9i (Midnight Black, 64 GB)",MediaTek Helio G25 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,"₹8,299",5000 mAh Lithium Polymer Battery
48,"Infinix Hot 10 (Ocean Wave, 128 GB)",MediaTek Helio G70 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) HD+ Display,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,"₹10,999",5200 mAh Li-ion Polymer Battery
49,"Infinix Hot 10 (Amber Red, 128 GB)",MediaTek Helio G70 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) HD+ Display,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,"₹10,999",5200 mAh Li-ion Polymer Battery
50,"Realme 6i (Lunar White, 64 GB)",MediaTek Helio G90T Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹13,999",4300 mAh Battery
51,"POCO X2 (Matrix Purple, 128 GB)",Qualcomm Snapdragon 730G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.22 cm (6.78 inch) HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,"₹15,999",4500 mAh Lithium-ion Polymer Battery
52,"Realme C15 Qualcomm Edition (Power Silver, 64 GB)",Qualcomm Snapdragon 460 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,"₹10,999",6000 mAh Lithium-ion Battery
53,"Infinix Smart 4 (Quetzal Cyan, 32 GB)",MediaTek Helio A22 Processor,2 GB RAM | 32 GB ROM,16.94 cm (6.67 inch) Full HD+ Display,13MP + Depth Sensor | 8MP Front Camera,"₹6,999",6000 mAh Li-ion Polymer Battery
54,"Infinix Smart 4 (Violet, 32 GB)",MediaTek Helio A22 Processor,2 GB RAM | 32 GB ROM,16.56 cm (6.52 inch) HD+ Display,13MP + Depth Sensor | 8MP Front Camera,"₹6,999",6000 mAh Li-ion Polymer Battery
55,"Infinix Smart 4 (Ocean Wave, 32 GB)",MediaTek Helio A22 Processor,2 GB RAM | 32 GB ROM,17.32 cm (6.82 inch) HD+ Display,13MP + Depth Sensor | 8MP Front Camera,"₹6,999",6000 mAh Li-ion Polymer Battery
56,"POCO M2 Pro (Two Shades of Black, 64 GB)",Qualcomm Snapdragon 720G Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,17.32 cm (6.82 inch) HD+ Display,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,"₹12,999",5000 mAh Lithium-ion Polymer Battery
57,"Realme 6i (Eclipse Black, 64 GB)",MediaTek Helio G90T Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.32 cm (6.82 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹13,999",4300 mAh Battery
58,"OPPO A12 (Blue, 32 GB)",MediaTek Helio P35 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.94 cm (6.67 inch) Full HD+ Display,13MP + 2MP | 5MP Front Camera,"₹8,990",4230 mAh Battery
59,"OPPO A12 (Blue, 64 GB)",MediaTek Helio P35 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,13MP + 2MP | 5MP Front Camera,"₹11,490",4230 mAh Battery
60,"Infinix Hot 10 (Moonlight Jade, 128 GB)",MediaTek Helio G70 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,"₹10,999",5200 mAh Li-ion Polymer Battery
61,"Infinix Hot 10 (Obsidian Black, 128 GB)",MediaTek Helio G70 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,16MP + 2MP + 2MP + Low Light Sensor | 8MP Front Camera,"₹10,999",5200 mAh Li-ion Polymer Battery
62,"Realme 7 (Mist Blue, 128 GB)",MediaTek Helio G95 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹16,999",5000 mAh Lithium-ion Battery
63,"Realme 7 (Mist Blue, 64 GB)",MediaTek Helio G95 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,17.22 cm (6.78 inch) HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹14,999",5000 mAh Lithium-ion Battery
64,"Realme Narzo 20 Pro (White Knight, 64 GB)",MediaTek Helio G95 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹14,999",4500 mAh Lithium-ion Battery
65,"Realme C15 Qualcomm Edition (Power Silver, 32 GB)",Qualcomm Snapdragon 460 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,"₹9,999",6000 mAh Lithium-ion Battery
66,"Realme C15 (Power Silver, 64 GB)",Mediatek Helio G35 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,"₹10,999",6000 mAh Lithium-ion Battery
67,"Realme C12 (Power Silver, 64 GB)",Mediatek Helio G35 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,"₹9,999",6000 mAh Lithium-ion Battery
68,"Realme C12 (Power Blue, 64 GB)",Mediatek Helio G35 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,"₹9,999",6000 mAh Lithium-ion Battery
69,"POCO M2 Pro (Out of the Blue, 128 GB)",Qualcomm Snapdragon 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,"₹15,999",5000 mAh Lithium-ion Polymer Battery
70,"Infinix Smart HD 2021 (Obsidian Black, 32 GB)",MediaTek Helio A20 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,"₹6,099",5000 mAh Li-ion Polymer Battery
71,"Infinix Smart HD 2021 (Topaz Blue, 32 GB)",MediaTek Helio A20 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.94 cm (6.67 inch) Full HD+ Display,8MP Rear Camera | 5MP Front Camera,"₹6,099",5000 mAh Li-ion Polymer Battery
72,"Infinix Smart HD 2021 (Quartz Green, 32 GB)",MediaTek Helio A20 Processor,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,"₹6,099",5000 mAh Li-ion Polymer Battery
73,"POCO X3 (Cobalt Blue, 128 GB)",Qualcomm Snapdragon 732G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,15.49 cm (6.1 inch) HD+ Display,64MP + 13MP + 2MP + 2MP | 20MP Front Camera,"₹17,999",6000 mAh Lithium-ion Polymer Battery
74,"Realme C15 (Power Blue, 32 GB)",Mediatek Helio G35 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) HD+ Display,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,"₹9,999",6000 mAh Lithium-ion Battery
75,"Realme C15 (Power Silver, 32 GB)",Mediatek Helio G35 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.94 cm (6.67 inch) Full HD+ Display,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,"₹9,999",6000 mAh Lithium-ion Battery
76,"POCO X3 (Shadow Gray, 128 GB)",Qualcomm Snapdragon 732G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,64MP + 13MP + 2MP + 2MP | 20MP Front Camera,"₹17,999",6000 mAh Lithium-ion Polymer Battery
77,"Motorola E7 Plus (Misty Blue, 64 GB)",Qualcomm Snapdragon 460 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,48MP + 2MP | 8MP Front Camera,"₹9,999",5000 mAh Battery
78,"Realme Narzo 20 Pro (Black Ninja, 64 GB)",MediaTek Helio G95 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.94 cm (6.67 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹14,999",4500 mAh Lithium-ion Battery
79,"Realme Narzo 20 Pro (White Knight, 128 GB)",MediaTek Helio G95 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹16,999",4500 mAh Lithium-ion Battery
80,"Samsung Galaxy F41 (Fusion Green, 128 GB)",Exynos 9611 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) Full HD+ Display,64MP + 8MP + 5MP | 32MP Front Camera,"₹17,999",6000 mAh Lithium-ion Battery
81,"Realme C15 (Power Blue, 64 GB)",Mediatek Helio G35 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,"₹10,999",6000 mAh Lithium-ion Battery
82,"Samsung Galaxy F41 (Fusion Blue, 64 GB)",Exynos 9611 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,64MP + 8MP + 5MP | 32MP Front Camera,"₹16,999",6000 mAh Lithium-ion Battery
83,"Samsung Galaxy F41 (Fusion Blue, 128 GB)",Exynos 9611 Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,Super AMOLED Display,64MP + 8MP + 5MP | 32MP Front Camera,"₹17,999",6000 mAh Lithium-ion Battery
84,"Realme 7 (Mist White, 128 GB)",MediaTek Helio G95 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.56 cm (6.52 inch) HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹16,999",5000 mAh Lithium-ion Battery
85,"POCO M2 Pro (Two Shades of Black, 128 GB)",Qualcomm Snapdragon 720G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,"₹15,999",5000 mAh Lithium-ion Polymer Battery
86,"POCO X2 (Atlantis Blue, 64 GB)",Qualcomm Snapdragon 730G Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,Super AMOLED Display,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,"₹14,999",4500 mAh Lithium-ion Polymer Battery
87,"Realme 6 (Comet White, 64 GB)",MediaTek Helio G90T Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹14,999",4300 mAh Battery
88,"Realme 6 (Comet Blue, 64 GB)",MediaTek Helio G90T Processor,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,Super AMOLED Display,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹14,999",4300 mAh Battery
89,"Samsung Galaxy F41 (Fusion Black, 64 GB)",Exynos 9611 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) Full HD+ Display,64MP + 8MP + 5MP | 32MP Front Camera,"₹16,999",6000 mAh Lithium-ion Battery
90,"Motorola One Fusion+ (Moonlight White, 128 GB)",Qualcomm Snapdragon 730G Processor,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.94 cm (6.67 inch) Full HD+ Display,64MP + 8MP + 5MP + 2MP | 16MP Front Camera,"₹17,499",5000 mAh Lithium Polymer Battery
91,"Vivo Y12s (Glacier Blue, 32 GB)",Snapdragon 439 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.94 cm (6.67 inch) Full HD+ Display,13MP + 2MP | 8MP Front Camera,"₹9,990",5000 mAh Li-ion Battery
92,"OPPO Reno2 F (Lake Green, 256 GB)",MediaTek Helio P70 Processor,6 GB RAM | 256 GB ROM,16.51 cm (6.5 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹17,990",4000 mAh Battery
93,"Samsung Galaxy F41 (Fusion Green, 64 GB)",Exynos 9611 Processor,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,90 Hz Ultra Smooth Display,64MP + 8MP + 5MP | 32MP Front Camera,"₹16,999",6000 mAh Lithium-ion Battery
94,"Realme C3 (Frozen Blue, 32 GB)",Helio G70 Processor,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Full HD+ Display,12MP + 2MP | 5MP Front Camera,"₹8,999",5000 mAh Battery
95,"Motorola G9 Power (Metallic Sage, 64 GB)",Qualcomm Snapdragon 662 Processor,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,90 Hz Ultra Smooth Display,64MP + 2MP + 2MP | 16MP Front Camera,"₹11,999",6000 mAh Li-Polymer Battery
96,"Realme Narzo 20 Pro (Black Ninja, 128 GB)",MediaTek Helio G95 Processor,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,"₹16,999",4500 mAh Lithium-ion Battery
